product_category,product_rating,total_reviews,purchased_last_month,discounted_price,original_price,is_best_seller,is_sponsored,has_coupon,delivery_date,sustainability_tags,data_collected_at,discount_percentage
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,8/29/2025,Small Business,8/21/2025 11:14,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,8/29/2025,Small Business,8/21/2025 11:15,0
Cameras,4.6,18811,20000,34.99,39.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:15,12.5
Cameras,4.7,3724,10000,60.5,60.5,Best Seller,Organic,No Coupon,8/28/2025,,8/21/2025 11:15,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:15,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:15,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:16,0
Cameras,3.9,30709,10000,54,86.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:16,37.92
Cameras,4.6,3915,2000,968,968,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:16,0
Cameras,4.6,12469,10000,16.99,17.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:16,5.56
Cameras,4.7,27637,10000,24.48,29.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:16,18.37
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:17,0
Cameras,4.6,69726,9000,33.29,35.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:17,7.5
Cameras,4.2,3651,6000,99.99,129.99,No Badge,Organic,No Coupon,8/29/2025,,8/21/2025 11:17,23.08
Cameras,4.4,38090,10000,21.99,24.99,Best Seller,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:17,12
Cameras,4.6,380,5000,68.88,76.89,Amazon's,Organic,No Coupon,9/1/2025,,8/21/2025 11:17,10.42
Cameras,4,13544,5000,74,107.99,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:17,31.48
Cameras,4.4,7755,9000,35.98,35.98,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:17,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:17,0
Cameras,4.4,4319,3000,129.99,149.99,No Badge,Organic,No Coupon,,,8/21/2025 11:17,13.33
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:18,0
Cameras,4.6,391,6000,34.99,37.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:18,7.9
Cameras,4.5,1291,2000,449,449,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:18,0
Cameras,4.4,6634,2000,289,289,No Badge,Organic,No Coupon,8/28/2025,,8/21/2025 11:18,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:18,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:18,0
Cameras,4.6,17396,3000,130.9,199.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:18,34.55
Cameras,4.4,658,2000,194.95,194.95,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:18,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:18,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:19,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:19,0
Cameras,4.5,1204,1000,429,429,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:19,0
Cameras,4.5,1776,1000,739,799,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:19,7.51
Cameras,4.5,57,2000,203.81,269.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:19,24.51
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:19,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:19,0
Cameras,4.7,7308,6000,30.99,30.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:19,0
Cameras,4,3694,3000,89.99,189.99,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:20,52.63
Cameras,4.6,3849,1000,501.99,549.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:20,8.73
Cameras,4.7,30,,299,329,No Badge,Sponsored,No Coupon,9/1/2025,,8/21/2025 11:20,9.12
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:20,0
Cameras,4.5,186977,7000,18.04,18.04,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:20,0
Cameras,4.8,15632,3000,68.49,68.49,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:20,0
Cameras,4.7,22807,8000,21,21.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:20,4.5
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:20,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:20,0
Cameras,4.5,740,2000,369,369,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:20,0
Cameras,4.4,12108,4000,29.99,39.99,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:20,25.01
Cameras,4.7,30,,299,329,No Badge,Sponsored,No Coupon,9/1/2025,,8/21/2025 11:20,9.12
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:20,0
Cameras,3.9,1560,2000,149,149,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:20,0
Cameras,4.8,6956,4000,19.99,19.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:20,0
Cameras,4.4,19417,5000,28.65,28.65,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:20,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:20,0
Cameras,4.3,2837,3000,39.99,54.99,No Badge,Organic,No Coupon,9/3/2025,Works with Alexa,8/21/2025 11:20,27.28
Cameras,4.6,685,1000,149.99,199.99,No Badge,Organic,No Coupon,9/1/2025,Carbon impact,8/21/2025 11:21,25
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:21,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:22,0
Cameras,4.6,22802,5000,23.59,23.59,No Badge,Organic,No Coupon,9/1/2025,Carbon impact,8/21/2025 11:22,0
Cameras,4.5,15019,3000,34.99,54.99,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:22,36.37
Cameras,4.6,13330,2000,97.99,97.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:22,0
Cameras,3.9,776,1000,219,219,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:22,0
Cameras,4.4,1061,1000,344,429.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:22,20
Cameras,4,3677,2000,84.55,172.99,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:22,51.12
Cameras,4.6,6686,2000,71.85,83.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:22,14.45
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:22,0
Cameras,4.1,2100,1000,147.96,210,No Badge,Organic,No Coupon,9/8/2025,,8/21/2025 11:22,29.54
Cameras,4.3,1798,2000,89.98,89.98,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:22,0
Cameras,4.8,288,1000,108,120.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:22,10.74
Cameras,4.8,15509,2000,62.99,70.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:22,11.27
Cameras,4.3,1899,1000,237,237,Best Seller,Organic,No Coupon,9/1/2025,,8/21/2025 11:22,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:22,0
Cameras,4.3,477,2000,79.99,117.45,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:22,31.89
Cameras,4.8,15166,3000,62.95,62.95,No Badge,Organic,No Coupon,9/2/2025,,8/21/2025 11:23,0
Cameras,4.4,1100,500,749.99,749.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:23,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:23,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:23,0
Cameras,4.7,39785,4000,23.59,23.59,No Badge,Organic,No Coupon,9/8/2025,,8/21/2025 11:23,0
Cameras,3.8,85,1000,84.78,99.99,No Badge,Sponsored,No Coupon,9/1/2025,,8/21/2025 11:24,15.21
Cameras,4.6,5765,2000,41,55.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:24,26.77
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:24,0
Cameras,5,3,,864.99,864.99,No Badge,Sponsored,No Coupon,9/1/2025,,8/21/2025 11:24,0
Cameras,4.2,2409,2000,105.79,105.79,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:24,0
Cameras,4.5,1719,1000,167.95,167.95,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:24,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:24,0
Cameras,4.5,515,1000,109.99,149.99,No Badge,Organic,No Coupon,9/1/2025,Carbon impact,8/21/2025 11:24,26.67
Cameras,4.3,2590,1000,69.95,89.99,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:24,22.27
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:24,0
Cameras,3.9,299,1000,159.99,159.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:24,0
Cameras,4.5,1495,300,999,999,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:25,0
Cameras,4.6,4722,3000,19.99,19.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:25,0
Cameras,3.9,4256,1000,,,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:25,
Cameras,4.3,382,500,499.99,499.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:25,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:25,0
Cameras,4.8,17451,1000,70.99,70.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:25,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:25,0
Cameras,4,1968,2000,81.02,89.98,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:25,9.96
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:25,0
Cameras,4.7,1309,1000,159.95,159.95,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:26,0
Cameras,4.4,22,500,479.99,479.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:26,0
Cameras,4.7,13700,4000,25,29.99,No Badge,Organic,No Coupon,8/29/2025,,8/21/2025 11:26,16.64
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:26,0
Cameras,4.5,4800,500,274,299,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:26,8.36
Cameras,4.7,3380,2000,48,56.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:26,15.77
Cameras,4.4,6183,4000,21.19,21.19,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:26,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:26,0
Cameras,4.4,8459,2000,29.99,39.99,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:26,25.01
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:26,0
Cameras,4.1,32,1000,160.2,199.99,Amazon's,Organic,No Coupon,9/1/2025,,8/21/2025 11:26,19.9
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:26,0
Cameras,4.7,30,,299,329,No Badge,Sponsored,No Coupon,9/1/2025,,8/21/2025 11:26,9.12
Cameras,4.6,4616,2000,47.99,51.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:27,7.69
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:27,0
Cameras,4.4,758,1000,369,369,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:27,0
Cameras,4.4,19050,3000,18.99,19.99,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:27,5
Cameras,4.7,8414,3000,23.95,44.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:27,46.77
Cameras,4.6,771,1000,189.95,198.95,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:27,4.52
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:27,0
Cameras,4.5,481,700,398,398,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:27,0
Cameras,4.4,4277,1000,36.99,44.99,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:27,17.78
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:27,0
Cameras,4.7,386,1000,79,79,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:27,0
Cameras,4.7,2230,1000,92.99,129.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:28,28.46
Cameras,4.7,30,,299,329,No Badge,Sponsored,No Coupon,9/1/2025,,8/21/2025 11:28,9.12
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:28,0
Cameras,4.1,95,500,99.99,99.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:28,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:28,0
Cameras,4.5,4527,1000,76.65,93.95,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:28,18.41
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:29,0
Cameras,4.2,895,1000,122.29,139.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:29,12.64
Cameras,4.8,748,1000,53.73,53.73,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:29,0
Cameras,4.6,2679,1000,89,97.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:29,9.17
Cameras,3.9,1386,500,262.99,399,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:29,34.09
Cameras,4.7,30,,299,329,No Badge,Sponsored,No Coupon,9/1/2025,,8/21/2025 11:29,9.12
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:29,0
Cameras,4.8,4322,1000,38.45,38.45,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:29,0
Cameras,4.7,3426,2000,35.99,35.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:29,0
Cameras,4.7,7769,1000,38.99,38.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:29,0
Cameras,4,2039,600,316.05,410.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:29,23.1
Cameras,4,953,700,269,356.99,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:29,24.65
Cameras,4.5,1251,1000,99.99,99.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:30,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:30,0
Cameras,4.6,21827,2000,19.98,26.89,No Badge,Organic,No Coupon,9/1/2025,Small Business,8/21/2025 11:30,25.7
Cameras,4.7,2837,2000,21,23.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:30,12.46
Cameras,4.7,30,,299,329,No Badge,Sponsored,No Coupon,9/1/2025,,8/21/2025 11:30,9.12
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:30,0
Cameras,4.7,9622,1000,64.99,64.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:30,0
Cameras,4.7,210,1000,90.99,90.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:30,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:30,0
Cameras,4.6,3224,2000,22.99,32.99,Best Seller,Organic,No Coupon,9/1/2025,,8/21/2025 11:30,30.31
Cameras,4.3,84,700,180.89,206.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:30,12.61
Cameras,4.8,3449,1000,45.25,45.25,No Badge,Organic,No Coupon,9/2/2025,,8/21/2025 11:30,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:30,0
Cameras,4.5,2324,1000,89.99,99.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:30,10
Cameras,4.4,12774,4000,5.6,10.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:30,49.04
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:31,0
Cameras,4.2,1970,2000,39.98,51.89,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:31,22.95
Cameras,4.8,701,1000,69.95,79.95,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:31,12.51
Cameras,4.8,463,200,1948,1948,No Badge,Organic,No Coupon,9/8/2025,,8/21/2025 11:31,0
Cameras,4.7,1388,300,,,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:31,
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:31,0
Cameras,4.6,908,500,389.99,389.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:31,0
Cameras,4.6,10145,1000,74.95,79.95,No Badge,Organic,No Coupon,8/29/2025,Small Business,8/21/2025 11:31,6.25
Cameras,4.6,793,300,699,699,No Badge,Organic,No Coupon,9/8/2025,,8/21/2025 11:31,0
Cameras,4.3,967,700,109,140.99,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:31,22.69
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:31,0
Cameras,4.8,18422,2000,9.83,15.75,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:32,37.59
Cameras,4.5,282,500,314,314,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:32,0
Cameras,4.1,157,500,174,323.99,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:32,46.29
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:32,0
Cameras,4.6,2845,1000,42.95,42.95,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:32,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:32,0
Cameras,4.4,26,500,94.27,99.95,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:32,5.68
Cameras,4.8,124,900,111.6,124.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:32,10.71
Cameras,4.3,840,400,544,647.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:32,16.05
Cameras,4.4,411,1000,30.9,34.9,Best Seller,Organic,No Coupon,9/1/2025,,8/21/2025 11:32,11.46
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:33,0
Cameras,4.6,127,900,97.99,112.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:33,13.28
Cameras,4.2,1591,300,649,649,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:33,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:33,0
Cameras,4.5,229,800,134.9,134.9,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:33,0
Cameras,4.5,36536,2000,19.99,24.99,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:33,20.01
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:33,0
Cameras,4.8,77,200,1099,1199,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:33,8.34
Cameras,4,1,,145,169.99,No Badge,Sponsored,No Coupon,9/1/2025,,8/21/2025 11:33,14.7
Cameras,,,,165,165,No Badge,Sponsored,No Coupon,8/29/2025,,8/21/2025 11:33,0
Cameras,,,,165,199,No Badge,Sponsored,No Coupon,9/1/2025,,8/21/2025 11:33,17.09
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:34,0
Cameras,4.1,408,300,474,863.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:34,45.14
Cameras,4.2,407,400,267,267,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:34,0
Cameras,4.3,623,200,1698,1698,No Badge,Organic,No Coupon,9/5/2025,,8/21/2025 11:34,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:34,0
Cameras,4.7,2957,1000,39,40.99,No Badge,Organic,No Coupon,9/2/2025,,8/21/2025 11:34,4.85
Cameras,4.7,5675,1000,27,29.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:34,9.97
Cameras,4.4,660,500,249.99,299.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:34,16.67
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:34,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:34,0
Cameras,4.8,793,500,212.2,212.2,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:34,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:35,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:35,0
Cameras,4.6,381,1000,50,50,No Badge,Organic,No Coupon,9/2/2025,,8/21/2025 11:35,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:35,0
Cameras,4.4,538,300,534.99,534.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:36,0
Cameras,4.5,4071,400,249.99,299.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:36,16.67
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:36,0
Cameras,4.3,91,100,3999,4299,No Badge,Organic,No Coupon,9/8/2025,,8/21/2025 11:36,6.98
Cameras,4.9,216,500,134.95,134.95,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:36,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:36,0
Cameras,4.7,2126,1000,30.99,40.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:37,24.4
Cameras,4.7,30,,299,329,No Badge,Sponsored,No Coupon,9/1/2025,,8/21/2025 11:37,9.12
Cameras,4,6596,900,51,53.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:37,5.54
Cameras,4.6,1299,800,85.99,103.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:37,17.31
Cameras,4.4,7036,1000,32.99,37.99,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:37,13.16
Cameras,4.7,2262,200,1698,2099.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:37,19.14
Cameras,4,166,500,174,299,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:37,41.81
Cameras,4.5,294,800,,,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:37,
Cameras,4.7,30,,299,329,No Badge,Sponsored,No Coupon,9/1/2025,,8/21/2025 11:37,9.12
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:37,0
Cameras,4.7,30,,299,329,No Badge,Sponsored,No Coupon,9/1/2025,,8/21/2025 11:37,9.12
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:37,0
Cameras,4.2,1135,500,59,159.99,No Badge,Organic,No Coupon,9/1/2025,Works with Alexa,8/21/2025 11:37,63.12
Cameras,4.7,565,200,1399,1499,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:37,6.67
Cameras,4.7,1016,100,2698,2698,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:37,0
Cameras,4.7,3028,1000,17.99,18.99,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:38,5.27
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:38,0
Cameras,4.7,416,500,139.95,139.95,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:38,0
Cameras,4.7,7235,500,69.95,69.95,No Badge,Sponsored,No Coupon,9/1/2025,Small Business,8/21/2025 11:38,0
Cameras,4.7,303,400,297.08,297.08,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:38,0
Cameras,4.4,118,500,178.35,178.35,No Badge,Organic,No Coupon,9/1/2025,,8/21/2025 11:38,0
